id,ml_id,ml_title,ml_year,title,year
95508,95508,Cleanskin,2012,Cleanskin,2012
70932,70932,My Life in Ruins,2009,My Life in Ruins,2009
79132,79132,Inception,2010,Inception,2010
5410,5410,Silent Running,1972,Silent Running,1972
5419,5419,Scooby-Doo,2002,Scooby-Doo,2002
5420,5420,Windtalkers,2002,Windtalkers,2002
5423,5423,Gangster No. 1,2000,Gangster No. 1,2000
38198,38198,Darwin's Nightmare,2004,Darwin's Nightmare,2004
5435,5435,Hombre,1967,Hombre,1967
5445,5445,Minority Report,2002,Minority Report,2002
95558,95558,Beasts of the Southern Wild,2012,Beasts of the Southern Wild,2012
5446,5446,Rabbit-Proof Fence,2002,Rabbit-Proof Fence,2002
103755,103755,Turbo,2013,Turbo,2013
79185,79185,Knight and Day,2010,Knight and Day,2010
70994,70994,Halloween II,2009,Halloween II,2009
54612,54612,Resurrecting the Champ,2007,Resurrecting the Champ,2007
5464,5464,Road to Perdition,2002,Road to Perdition,2002
46430,46430,Waist Deep,2006,Waist Deep,2006
5472,5472,1776,1972,1776,1972
5481,5481,Austin Powers in Goldmember,2002,Austin Powers in Goldmember,2002
54648,54648,Rush Hour 3,2007,Rush Hour 3,2007
5499,5499,Robin and Marian,1976,Robin and Marian,1976
62849,62849,RocknRolla,2008,RocknRolla,2008
5506,5506,Blood Work,2002,Blood Work,2002
5541,5541,Hot Shots!,1991,Hot Shots!,1991
5555,5555,Wolfen,1981,Wolfen,1981
5561,5561,True Colors,1991,True Colors,1991
5563,5563,City by the Sea,2002,City by the Sea,2002
103867,103867,Night Train To Lisbon,2013,Night Train To Lisbon,2013
71106,71106,Frequently Asked Questions About Time Travel,2009,Frequently Asked Questions About Time Travel,2009
46530,46530,Superman Returns,2006,Superman Returns,2006
5577,5577,Igby Goes Down,2002,Igby Goes Down,2002
54732,54732,Balls of Fury,2007,Balls of Fury,2007
5580,5580,Aspen Extreme,1993,Aspen Extreme,1993
5584,5584,Ernest Goes to Jail,1990,Ernest Goes to Jail,1990
5585,5585,Ernest Scared Stupid,1991,Ernest Scared Stupid,1991
5589,5589,Indian Summer,1993,Indian Summer,1993
46578,46578,Little Miss Sunshine,2006,Little Miss Sunshine,2006
5620,5620,Sweet Home Alabama,2002,Sweet Home Alabama,2002
5628,5628,Wasabi,2001,Wasabi,2001
79357,79357,Mr. Nobody,2009,Mr. Nobody,2009
5630,5630,Red Dragon,2002,Red Dragon,2002
95744,95744,2 Days in New York,2012,2 Days in New York,2012
128520,128520,The Wedding Ringer,2015,The Wedding Ringer,2015
112138,112138,22 Jump Street,2014,22 Jump Street,2014
54796,54796,2 Days in Paris,2007,2 Days in Paris,2007
5650,5650,Strange Brew,1983,Strange Brew,1983
5652,5652,Claire of the Moon,1992,Claire of the Moon,1992
5669,5669,Bowling for Columbine,2002,Bowling for Columbine,2002
5673,5673,Punch-Drunk Love,2002,Punch-Drunk Love,2002
103980,103980,Blue Jasmine,2013,Blue Jasmine,2013
5677,5677,Abandon,2002,Abandon,2002
112175,112175,How to Train Your Dragon 2,2014,How to Train Your Dragon 2,2014
5696,5696,Urban Cowboy,1980,Urban Cowboy,1980
95816,95816,Being Flynn,2012,Being Flynn,2012
5707,5707,Absence of Malice,1981,Absence of Malice,1981
5718,5718,Carbon Copy,1981,Carbon Copy,1981
5723,5723,Continental Divide,1981,Continental Divide,1981
63082,63082,Slumdog Millionaire,2008,Slumdog Millionaire,2008
71282,71282,"Food, Inc.",2008,"Food, Inc.",2008
5747,5747,Gallipoli,1981,Gallipoli,1981
5755,5755,Happy Birthday to Me,1981,Happy Birthday to Me,1981
95873,95873,Ruby Sparks,2012,Ruby Sparks,2012
46723,46723,Babel,2006,Babel,2006
95875,95875,Total Recall,2012,Total Recall,2012
5764,5764,Looker,1981,Looker,1981
71302,71302,Attack of the 50 Foot Woman,1958,Attack of the 50 Foot Woman,1958
63113,63113,Quantum of Solace,2008,Quantum of Solace,2008
71325,71325,Love Happens,2009,Love Happens,2009
5789,5789,All the Queen's Men,2001,All the Queen's Men,2001
71327,71327,Bright Star,2009,Bright Star,2009
112290,112290,Boyhood,2014,Boyhood,2014
5799,5799,Exodus,1960,Exodus,1960
5812,5812,Far from Heaven,2002,Far from Heaven,2002
5816,5816,Harry Potter and the Chamber of Secrets,2002,Harry Potter and the Chamber of Secrets,2002
5820,5820,Standing in the Shadows of Motown,2002,Standing in the Shadows of Motown,2002
5829,5829,Men with Brooms,2002,Men with Brooms,2002
38600,38600,Factotum,2005,Factotum,2005
104137,104137,Prince Avalanche,2013,Prince Avalanche,2013
54999,54999,Shoot 'Em Up,2007,Shoot 'Em Up,2007
5852,5852,Saturday the 14th,1981,Saturday the 14th,1981
5853,5853,Scanners,1981,Scanners,1981
87785,87785,Takers,2010,Takers,2010
5873,5873,The Emperor's Club,2002,The Emperor's Club,2002
63222,63222,JCVD,2008,JCVD,2008
5881,5881,Solaris,2002,Solaris,2002
5883,5883,They,2002,They,2002
46850,46850,Wordplay,2006,Wordplay,2006
5890,5890,Elling,2001,Elling,2001
71429,71429,World's Greatest Dad,2009,World's Greatest Dad,2009
5896,5896,New Waterford Girl,1999,New Waterford Girl,1999
55052,55052,Atonement,2007,Atonement,2007
5903,5903,Equilibrium,2002,Equilibrium,2002
112399,112399,Finding Vivian Maier,2013,Finding Vivian Maier,2013
55063,55063,My Winnipeg,2007,My Winnipeg,2007
104218,104218,Grown Ups 2,2013,Grown Ups 2,2013
5923,5923,Author! Author!,1982,Author! Author!,1982
112421,112421,Frank,2014,Frank,2014
71466,71466,City Island,2009,City Island,2009
5937,5937,Danton,1983,Danton,1983
104245,104245,Planes,2013,Planes,2013
5945,5945,About Schmidt,2002,About Schmidt,2002
5947,5947,Evelyn,2002,Evelyn,2002
128832,128832,The Last Five Years,2014,The Last Five Years,2014
112450,112450,They Came Together,2014,They Came Together,2014
5956,5956,Gangs of New York,2002,Gangs of New York,2002
87876,87876,Cars 2,2011,Cars 2,2011
5957,5957,Two Weeks Notice,2002,Two Weeks Notice,2002
5960,5960,Bad Influence,1990,Bad Influence,1990
55118,55118,Eastern Promises,2007,Eastern Promises,2007
96079,96079,Skyfall,2012,Skyfall,2012
5968,5968,Miami Blues,1990,Miami Blues,1990
79702,79702,Scott Pilgrim vs. the World,2010,Scott Pilgrim vs. the World,2010
5998,5998,Doppelganger,1993,Doppelganger,1993
71535,71535,Zombieland,2009,Zombieland,2009
112497,112497,Tammy,2014,Tammy,2014
46965,46965,Snakes on a Plane,2006,Snakes on a Plane,2006
6006,6006,Just Married,2003,Just Married,2003
6011,6011,Wisegirls,2002,Wisegirls,2002
46972,46972,Night at the Museum,2006,Night at the Museum,2006
71550,71550,Assassination of a High School President,2008,Assassination of a High School President,2008
6014,6014,National Security,2003,National Security,2003
6022,6022,American Me,1992,American Me,1992
169864,169864,Life,2017,Life,2017
6029,6029,Fun in Acapulco,1963,Fun in Acapulco,1963
71571,71571,Sorority Row,2009,Sorority Row,2009
104339,104339,In a World...,2013,In a World...,2013
71573,71573,Whiteout,2009,Whiteout,2009
87960,87960,Between the Folds,2008,Between the Folds,2008
6049,6049,Ethan Frome,1993,Ethan Frome,1993
104361,104361,Ain't Them Bodies Saints,2013,Ain't Them Bodies Saints,2013
112556,112556,Gone Girl,2014,Gone Girl,2014
6063,6063,May,2002,May,2002
128944,128944,"Honey, We Shrunk Ourselves",1997,"Honey, We Shrunk Ourselves",1997
104374,104374,About Time,2013,About Time,2013
79800,79800,Life During Wartime,2009,Life During Wartime,2009
30659,30659,Noel,2004,Noel,2004
6084,6084,Honkytonk Man,1982,Honkytonk Man,1982
55247,55247,Into the Wild,2007,Into the Wild,2007
6099,6099,Megaforce,1982,Megaforce,1982
6105,6105,Moonlighting,1982,Moonlighting,1982
6109,6109,One from the Heart,1982,One from the Heart,1982
55267,55267,Dan in Real Life,2007,Dan in Real Life,2007
55276,55276,Michael Clayton,2007,Michael Clayton,2007
55278,55278,Sleuth,2007,Sleuth,2007
112623,112623,Dawn of the Planet of the Apes,2014,Dawn of the Planet of the Apes,2014
6128,6128,Six Pack,1982,Six Pack,1982
55280,55280,Lars and the Real Girl,2007,Lars and the Real Girl,2007
55282,55282,30 Days of Night,2007,30 Days of Night,2007
30707,30707,Million Dollar Baby,2004,Million Dollar Baby,2004
6127,6127,Shoot the Moon,1982,Shoot the Moon,1982
63479,63479,Sex Drive,2008,Sex Drive,2008
55288,55288,Reservation Road,2007,Reservation Road,2007
79868,79868,Heartless,2009,Heartless,2009
88069,88069,Delhi Belly,2011,Delhi Belly,2011
71688,71688,Jab We Met,2007,Jab We Met,2007
71691,71691,Fifty Dead Men Walking,2008,Fifty Dead Men Walking,2008
47122,47122,John Tucker Must Die,2006,John Tucker Must Die,2006
6168,6168,10 to Midnight,1983,10 to Midnight,1983
79897,79897,Get Low,2009,Get Low,2009
30749,30749,Hotel Rwanda,2004,Hotel Rwanda,2004
6176,6176,Mr. Majestyk,1974,Mr. Majestyk,1974
6188,6188,Old School,2003,Old School,2003
71728,71728,Gayniggers From Outer Space,1992,Gayniggers From Outer Space,1992
6196,6196,Cradle 2 the Grave,2003,Cradle 2 the Grave,2003
6201,6201,Lady Jane,1986,Lady Jane,1986
6203,6203,Life Stinks,1991,Life Stinks,1991
6212,6212,Bringing Down the House,2003,Bringing Down the House,2003
6213,6213,Tears of the Sun,2003,Tears of the Sun,2003
30793,30793,Charlie and the Chocolate Factory,2005,Charlie and the Chocolate Factory,2005
6218,6218,Bend It Like Beckham,2002,Bend It Like Beckham,2002
6221,6221,Gaudi Afternoon,2001,Gaudi Afternoon,2001
6230,6230,Bang the Drum Slowly,1973,Bang the Drum Slowly,1973
6232,6232,Born Free,1966,Born Free,1966
6233,6233,Born Yesterday,1993,Born Yesterday,1993
6238,6238,Green Card,1990,Green Card,1990
6240,6240,One Good Cop,1991,One Good Cop,1991
47200,47200,Crank,2006,Crank,2006
30818,30818,Beyond the Sea,2004,Beyond the Sea,2004
30825,30825,Meet the Fockers,2004,Meet the Fockers,2004
6251,6251,Piglet's Big Movie,2003,Piglet's Big Movie,2003
88179,88179,One Day,2011,One Day,2011
6267,6267,Assassination Tango,2002,Assassination Tango,2002
6287,6287,Anger Management,2003,Anger Management,2003
6290,6290,House of 1000 Corpses,2003,House of 1000 Corpses,2003
55442,55442,Persepolis,2007,Persepolis,2007
6297,6297,Holes,2003,Holes,2003
55451,55451,The Jane Austen Book Club,2007,The Jane Austen Book Club,2007
6305,6305,Fahrenheit 451,1966,Fahrenheit 451,1966
112804,112804,I Origins,2014,I Origins,2014
6314,6314,Undercover Blues,1993,Undercover Blues,1993
6324,6324,It Runs in the Family,2003,It Runs in the Family,2003
6334,6334,Blue Car,2002,Blue Car,2002
6337,6337,Owning Mahowny,2003,Owning Mahowny,2003
6347,6347,Beat Street,1984,Beat Street,1984
96467,96467,Sleepwalk with Me,2012,Sleepwalk with Me,2012
112852,112852,Guardians of the Galaxy,2014,Guardians of the Galaxy,2014
71899,71899,Mary and Max,2009,Mary and Max,2009
55517,55517,I Want Someone to Eat Cheese With,2006,I Want Someone to Eat Cheese With,2006
6367,6367,Down with Love,2003,Down with Love,2003
6373,6373,Bruce Almighty,2003,Bruce Almighty,2003
96488,96488,Searching for Sugar Man,2012,Searching for Sugar Man,2012
6377,6377,Finding Nemo,2003,Finding Nemo,2003
6379,6379,Wrong Turn,2003,Wrong Turn,2003
6385,6385,Whale Rider,2002,Whale Rider,2002
112895,112895,Willow Creek,2013,Willow Creek,2013
39183,39183,Brokeback Mountain,2005,Brokeback Mountain,2005
6416,6416,King Rat,1965,King Rat,1965
6428,6428,Two Mules for Sister Sara,1970,Two Mules for Sister Sara,1970
6429,6429,Winchester '73,1950,Winchester '73,1950
6440,6440,Barton Fink,1991,Barton Fink,1991
6450,6450,"Heaven Knows, Mr. Allison",1957,"Heaven Knows, Mr. Allison",1957
96565,96565,Bachelorette,2012,Bachelorette,2012
31035,31035,Testament,1983,Testament,1983
6464,6464,Good Burger,1997,Good Burger,1997
39234,39234,North Country,2005,North Country,2005
72011,72011,Up in the Air,2009,Up in the Air,2009
96588,96588,Pitch Perfect,2012,Pitch Perfect,2012
6480,6480,Thoroughly Modern Millie,1967,Thoroughly Modern Millie,1967
6481,6481,Where the Heart Is,1990,Where the Heart Is,1990
6484,6484,Hollywood Homicide,2003,Hollywood Homicide,2003
88405,88405,Friends with Benefits,2011,Friends with Benefits,2011
80219,80219,Machete,2010,Machete,2010
6495,6495,Experiment in Terror,1962,Experiment in Terror,1962
96610,96610,Looper,2012,Looper,2012
55652,55652,Scum,1979,Scum,1979
63859,63859,Bolt,2008,Bolt,2008
6525,6525,Nuts,1987,Nuts,1987
6534,6534,Hulk,2003,Hulk,2003
104841,104841,Gravity,2013,Gravity,2013
129428,129428,The Second Best Exotic Marigold Hotel,2015,The Second Best Exotic Marigold Hotel,2015
6548,6548,Bad Boys II,2003,Bad Boys II,2003
6554,6554,Garage Days,2002,Garage Days,2002
31133,31133,Deathwatch,2002,Deathwatch,2002
6559,6559,Little Giants,1994,Little Giants,1994
170403,170403,Going in Style,2017,Going in Style,2017
47525,47525,Lie with Me,2005,Lie with Me,2005
121253,121253,The Town that Dreaded Sundown,2014,The Town that Dreaded Sundown,2014
6572,6572,Scorched,2003,Scorched,2003
104879,104879,Prisoners,2013,Prisoners,2013
55729,55729,King of California,2007,King of California,2007
55732,55732,Martian Child,2007,Martian Child,2007
72129,72129,Saw VI,2009,Saw VI,2009
88515,88515,Blitz,2011,Blitz,2011
6601,6601,Big Trouble,1986,Big Trouble,1986
104906,104906,Austenland,2013,Austenland,2013
104913,104913,Rush,2013,Rush,2013
55765,55765,American Gangster,2007,American Gangster,2007
6617,6617,Open Range,2003,Open Range,2003
6620,6620,American Splendor,2003,American Splendor,2003
6624,6624,Agent Cody Banks,2003,Agent Cody Banks,2003
72171,72171,Black Dynamite,2009,Black Dynamite,2009
6639,6639,Wait Until Dark,1967,Wait Until Dark,1967
6645,6645,THX 1138,1971,THX 1138,1971
31221,31221,Elektra,2005,Elektra,2005
31225,31225,Coach Carter,2005,Coach Carter,2005
6649,6649,Tunes of Glory,1960,Tunes of Glory,1960
6652,6652,Joe Kidd,1972,Joe Kidd,1972
55805,55805,Before the Devil Knows You're Dead,2007,Before the Devil Knows You're Dead,2007
6658,6658,10,1979,10,1979
55820,55820,No Country for Old Men,2007,No Country for Old Men,2007
6669,6669,Ikiru,1952,Ikiru,1952
39449,39449,Prime,2005,Prime,2005
47642,47642,How to Eat Fried Worms,2006,How to Eat Fried Worms,2006
6681,6681,All the Little Animals,1998,All the Little Animals,1998
72224,72224,Gentlemen Broncos,2009,Gentlemen Broncos,2009
72226,72226,Fantastic Mr. Fox,2009,Fantastic Mr. Fox,2009
6696,6696,Bollywood/Hollywood,2002,Bollywood/Hollywood,2002
96811,96811,End of Watch,2012,End of Watch,2012
6699,6699,Once Upon a Time in the Midlands,2002,Once Upon a Time in the Midlands,2002
6708,6708,Matchstick Men,2003,Matchstick Men,2003
6711,6711,Lost in Translation,2003,Lost in Translation,2003
6724,6724,Paper Moon,1973,Paper Moon,1973
6730,6730,Convoy,1978,Convoy,1978
6732,6732,"Hello, Dolly!",1969,"Hello, Dolly!",1969
6734,6734,Memoirs of an Invisible Man,1992,Memoirs of an Invisible Man,1992
96861,96861,Taken 2,2012,Taken 2,2012
88672,88672,Our Idiot Brother,2011,Our Idiot Brother,2011
6760,6760,In This World,2002,In This World,2002
6765,6765,Under the Tuscan Sun,2003,Under the Tuscan Sun,2003
47725,47725,Angel-A,2005,Angel-A,2005
6774,6774,Videodrome,1983,Videodrome,1983
6777,6777,Judgment at Nuremberg,1961,Judgment at Nuremberg,1961
6782,6782,Leningrad Cowboys Go America,1989,Leningrad Cowboys Go America,1989
137857,137857,The Jungle Book,2016,The Jungle Book,2016
6785,6785,Seven Brides for Seven Brothers,1954,Seven Brides for Seven Brothers,1954
6786,6786,Kiss of the Spider Woman,1985,Kiss of the Spider Woman,1985
6787,6787,All the President's Men,1976,All the President's Men,1976
6795,6795,Black Moon Rising,1986,Black Moon Rising,1986
6796,6796,Boyz N the Hood,1991,Boyz N the Hood,1991
6797,6797,Bugsy,1991,Bugsy,1991
31374,31374,Hobson's Choice,1954,Hobson's Choice,1954
6804,6804,Crimewave,1985,Crimewave,1985
96917,96917,House at the End of the Street,2012,House at the End of the Street,2012
6808,6808,Where Eagles Dare,1968,Where Eagles Dare,1968
6810,6810,Sleeping with the Enemy,1991,Sleeping with the Enemy,1991
80551,80551,Eat Pray Love,2010,Eat Pray Love,2010
88744,88744,Rise of the Planet of the Apes,2011,Rise of the Planet of the Apes,2011
6832,6832,Regarding Henry,1991,Regarding Henry,1991
72378,72378,2012,2009,2012,2009
6842,6842,Images,1972,Images,1972
31420,31420,Assault on Precinct 13,2005,Assault on Precinct 13,2005
80572,80572,I'm Still Here,2010,I'm Still Here,2010
47805,47805,Lassie,2005,Lassie,2005
55999,55999,Mr. Magorium's Wonder Emporium,2007,Mr. Magorium's Wonder Emporium,2007
56001,56001,Love in the Time of Cholera,2007,Love in the Time of Cholera,2007
96966,96966,Laurence Anyways,2012,Laurence Anyways,2012
80586,80586,Flipped,2010,Flipped,2010
72395,72395,Precious,2009,Precious,2009
6868,6868,Wonderland,2003,Wonderland,2003
6870,6870,Mystic River,2003,Mystic River,2003
6871,6871,Good Boy!,2003,Good Boy!,2003
6884,6884,Veronica Guerin,2003,Veronica Guerin,2003
6885,6885,In the Cut,2003,In the Cut,2003
88812,88812,30 Minutes or Less,2011,30 Minutes or Less,2011
105197,105197,Nebraska,2013,Nebraska,2013
64236,64236,Flashbacks of a Fool,2008,Flashbacks of a Fool,2008
64249,64249,Shrek the Halls,2007,Shrek the Halls,2007
105211,105211,Enough Said,2013,Enough Said,2013
6936,6936,Elf,2003,Elf,2003
56093,56093,12,2007,12,2007
6942,6942,Love Actually,2003,Love Actually,2003
6944,6944,Father of the Bride,1991,Father of the Bride,1991
6952,6952,Gothika,2003,Gothika,2003
6953,6953,21 Grams,2003,21 Grams,2003
6957,6957,Bad Santa,2003,Bad Santa,2003
6970,6970,Desk Set,1957,Desk Set,1957
6975,6975,Funny Games,1997,Funny Games,1997
47937,47937,Severance,2006,Severance,2006
6979,6979,WarGames,1983,WarGames,1983
6980,6980,Mr. Hobbs Takes a Vacation,1962,Mr. Hobbs Takes a Vacation,1962
170827,170827,The Mummy,2017,The Mummy,2017
47950,47950,Hollywoodland,2006,Hollywoodland,2006
6992,6992,Guarding Tess,1994,Guarding Tess,1994
6993,6993,Hannah and Her Sisters,1986,Hannah and Her Sisters,1986
56152,56152,Enchanted,2007,Enchanted,2007
7001,7001,Invasion of the Body Snatchers,1978,Invasion of the Body Snatchers,1978
7000,7000,Hudson Hawk,1991,Hudson Hawk,1991
7003,7003,Kafka,1991,Kafka,1991
7005,7005,King Ralph,1991,King Ralph,1991
7006,7006,Knight Moves,1992,Knight Moves,1992
7009,7009,Lorenzo's Oil,1992,Lorenzo's Oil,1992
56165,56165,P2,2007,P2,2007
7014,7014,Nowhere to Run,1993,Nowhere to Run,1993
7015,7015,Only the Lonely,1991,Only the Lonely,1991
7018,7018,Presumed Innocent,1990,Presumed Innocent,1990
7021,7021,Pure Luck,1991,Pure Luck,1991
56174,56174,I Am Legend,2007,I Am Legend,2007
7027,7027,Silverado,1985,Silverado,1985
7028,7028,Quick Change,1990,Quick Change,1990
7038,7038,Things You Can Tell Just by Looking at Her,2000,Things You Can Tell Just by Looking at Her,2000
7040,7040,To Live and Die in L.A.,1985,To Live and Die in L.A.,1985
7041,7041,Trapped in Paradise,1994,Trapped in Paradise,1994
7076,7076,Bullitt,1968,Bullitt,1968
97188,97188,Sinister,2012,Sinister,2012
7084,7084,"Play It Again, Sam",1972,"Play It Again, Sam",1972
7089,7089,Amarcord,1973,Amarcord,1973
39869,39869,Manderlay,2005,Manderlay,2005
113604,113604,If I Stay,2014,If I Stay,2014
80844,80844,Lake Mungo,2008,Lake Mungo,2008
89039,89039,Another Earth,2011,Another Earth,2011
7122,7122,King of Hearts,1966,King of Hearts,1966
7124,7124,Grass,1999,Grass,1999
31700,31700,Because of Winn-Dixie,2005,Because of Winn-Dixie,2005
80858,80858,You Again,2010,You Again,2010
7139,7139,In America,2002,In America,2002
7147,7147,Big Fish,2003,Big Fish,2003
7148,7148,Love Don't Cost a Thing,2003,Love Don't Cost a Thing,2003
7149,7149,Something's Gotta Give,2003,Something's Gotta Give,2003
72692,72692,Mickey's Once Upon a Christmas,1999,Mickey's Once Upon a Christmas,1999
7158,7158,House of Sand and Fog,2003,House of Sand and Fog,2003
72694,72694,Shrink,2009,Shrink,2009
31737,31737,Bunny Lake Is Missing,1965,Bunny Lake Is Missing,1965
7162,7162,Cold Mountain,2003,Cold Mountain,2003
7167,7167,Japanese Story,2003,Japanese Story,2003
7173,7173,Along Came Polly,2004,Along Came Polly,2004
7175,7175,Torque,2004,Torque,2004
7177,7177,Osama,2003,Osama,2003
7191,7191,Blame It on the Bellboy,1992,Blame It on the Bellboy,1992
97304,97304,Argo,2012,Argo,2012
97306,97306,Seven Psychopaths,2012,Seven Psychopaths,2012
31770,31770,Night and the City,1950,Night and the City,1950
97311,97311,Butter,2011,Butter,2011
105504,105504,Captain Phillips,2013,Captain Phillips,2013
7203,7203,Final Cut,1998,Final Cut,1998
7204,7204,Hells Angels on Wheels,1967,Hells Angels on Wheels,1967
56367,56367,Juno,2007,Juno,2007
64575,64575,Doubt,2008,Doubt,2008
56389,56389,My Blueberry Nights,2007,My Blueberry Nights,2007
7239,7239,Marooned,1969,Marooned,1969
80969,80969,Never Let Me Go,2010,Never Let Me Go,2010
113741,113741,Coherence,2013,Coherence,2013
7247,7247,Chitty Chitty Bang Bang,1968,Chitty Chitty Bang Bang,1968
7254,7254,The Butterfly Effect,2004,The Butterfly Effect,2004
7256,7256,Touching the Void,2003,Touching the Void,2003
7259,7259,You Got Served,2004,You Got Served,2004
7262,7262,Catch That Kid,2004,Catch That Kid,2004
7263,7263,Miracle,2004,Miracle,2004
64614,64614,Gran Torino,2008,Gran Torino,2008
7270,7270,Sleep with Me,1994,Sleep with Me,1994
64620,64620,Frost/Nixon,2008,Frost/Nixon,2008
7280,7280,Blacula,1972,Blacula,1972
7285,7285,Thirteen,2003,Thirteen,2003
105593,105593,Filth,2013,Filth,2013
7289,7289,"Silent Night, Bloody Night",1973,"Silent Night, Bloody Night",1973
7293,7293,50 First Dates,2004,50 First Dates,2004
7319,7319,Club Dread,2004,Club Dread,2004
7327,7327,Persona,1966,Persona,1966
31909,31909,Dr. Giggles,1992,Dr. Giggles,1992
7335,7335,Pickup on South Street,1953,Pickup on South Street,1953
7347,7347,Secret Window,2004,Secret Window,2004
105653,105653,Escape Plan,2013,Escape Plan,2013
97462,97462,Hoodwinked Too! Hood vs. Evil,2011,Hoodwinked Too! Hood vs. Evil,2011
7354,7354,Mad Dog and Glory,1993,Mad Dog and Glory,1993
48319,48319,Flyboys,2006,Flyboys,2006
7361,7361,Eternal Sunshine of the Spotless Mind,2004,Eternal Sunshine of the Spotless Mind,2004
7362,7362,Taking Lives,2004,Taking Lives,2004
7371,7371,Dogville,2003,Dogville,2003
64716,64716,Seven Pounds,2008,Seven Pounds,2008
7373,7373,Hellboy,2004,Hellboy,2004
7378,7378,Johnson Family Vacation,2004,Johnson Family Vacation,2004
7379,7379,The Alamo,2004,The Alamo,2004
7380,7380,Ella Enchanted,2004,Ella Enchanted,2004
48342,48342,Conversations with Other Women,2005,Conversations with Other Women,2005
7385,7385,Twentynine Palms,2003,Twentynine Palms,2003
7387,7387,Dawn of the Dead,1978,Dawn of the Dead,1978
7405,7405,Road to Bali,1952,Road to Bali,1952
7417,7417,Jersey Girl,1992,Jersey Girl,1992
7419,7419,After Hours,1985,After Hours,1985
81156,81156,Jackass 3D,2010,Jackass 3D,2010
7440,7440,Paper Clips,2004,Paper Clips,2004
7448,7448,Envy,2004,Envy,2004
7451,7451,Mean Girls,2004,Mean Girls,2004
7454,7454,Van Helsing,2004,Van Helsing,2004
32031,32031,Robots,2005,Robots,2005
7458,7458,Troy,2004,Troy,2004
7460,7460,Coffee and Cigarettes,2003,Coffee and Cigarettes,2003
72998,72998,Avatar,2009,Avatar,2009
7478,7478,Swimming to Cambodia,1987,Swimming to Cambodia,1987
81229,81229,Red,2010,Red,2010
7523,7523,Desperate Hours,1990,Desperate Hours,1990
114028,114028,Pride,2014,Pride,2014
105844,105844,12 Years a Slave,2013,12 Years a Slave,2013
81270,81270,My Soul to Take,2010,My Soul to Take,2010
48520,48520,Employee of the Month,2006,Employee of the Month,2006
89490,89490,Straw Dogs,2011,Straw Dogs,2011
40339,40339,Chicken Little,2005,Chicken Little,2005
89492,89492,Moneyball,2011,Moneyball,2011
7573,7573,Never Say Never Again,1983,Never Say Never Again,1983
114066,114066,"20,000 Days on Earth",2014,"20,000 Days on Earth",2014
97701,97701,Paranormal Activity 4,2012,Paranormal Activity 4,2012
48560,48560,Running With Scissors,2006,Running With Scissors,2006
7613,7613,White Palace,1990,White Palace,1990
7616,7616,Body Double,1984,Body Double,1984
32203,32203,Brian's Song,1971,Brian's Song,1971
56782,56782,There Will Be Blood,2007,There Will Be Blood,2007
89554,89554,Zindagi Na Milegi Dobara,2011,Zindagi Na Milegi Dobara,2011
56788,56788,Charlie Wilson's War,2007,Charlie Wilson's War,2007
64983,64983,Valkyrie,2008,Valkyrie,2008
97752,97752,Cloud Atlas,2012,Cloud Atlas,2012
105954,105954,All Is Lost,2013,All Is Lost,2013
64997,64997,War of the Worlds,2005,War of the Worlds,2005
81417,81417,Paranormal Activity 2,2010,Paranormal Activity 2,2010
106002,106002,Ender's Game,2013,Ender's Game,2013
7701,7701,Look Who's Talking Too,1990,Look Who's Talking Too,1990
65045,65045,Alien Raiders,2008,Alien Raiders,2008
73266,73266,Youth in Revolt,2009,Youth in Revolt,2009
7730,7730,Matinee,1993,Matinee,1993
32314,32314,Incident at Loch Ness,2004,Incident at Loch Ness,2004
130628,130628,Boys,2014,Boys,2014
56908,56908,Dedication,2007,Dedication,2007
89678,89678,Northanger Abbey,2007,Northanger Abbey,2007
7774,7774,My Side of the Mountain,1969,My Side of the Mountain,1969
7781,7781,Twister,1990,Twister,1990
81512,81512,Hereafter,2010,Hereafter,2010
48744,48744,Shortbus,2006,Shortbus,2006
7786,7786,Genghis Blues,1999,Genghis Blues,1999
7787,7787,To Hell and Back,1955,To Hell and Back,1955
81516,81516,Black Death,2010,Black Death,2010
56941,56941,P.S. I Love You,2007,P.S. I Love You,2007
7791,7791,Internal Affairs,1990,Internal Affairs,1990
97904,97904,Smashed,2012,Smashed,2012
32369,32369,Panic in the Streets,1950,Panic in the Streets,1950
106100,106100,Dallas Buyers Club,2013,Dallas Buyers Club,2013
97913,97913,Wreck-It Ralph,2012,Wreck-It Ralph,2012
97921,97921,Silver Linings Playbook,2012,Silver Linings Playbook,2012
97923,97923,Flight,2012,Flight,2012
48774,48774,Children of Men,2006,Children of Men,2006
7815,7815,True Stories,1986,True Stories,1986
40583,40583,Syriana,2005,Syriana,2005
48783,48783,Flags of Our Fathers,2006,Flags of Our Fathers,2006
97938,97938,Life of Pi,2012,Life of Pi,2012
7827,7827,Cypher,2002,Cypher,2002
155288,155288,Eye in the Sky,2016,Eye in the Sky,2016
89753,89753,Tinker Tailor Soldier Spy,2011,Tinker Tailor Soldier Spy,2011
81562,81562,127 Hours,2010,127 Hours,2010
81564,81564,Megamind,2010,Megamind,2010
7842,7842,Dune,2000,Dune,2000
81591,81591,Black Swan,2010,Black Swan,2010
97984,97984,Wake in Fright,1971,Wake in Fright,1971
73413,73413,My One and Only,2009,My One and Only,2009
