movie_id,ml_id,ml_title,ml_year,redial_title,redial_year,plot,title,imdb_id,tmdb_id
64575,64575,Doubt,2008,Doubt,2008,"It's 1964, St. Nicholas in the Bronx. A charismatic priest, Father Flynn, is trying to upend the school's strict customs, which have long been fiercely guarded by Sister Aloysius Beauvier, the iron-gloved Principal who believes in the power of fear-based discipline. The winds of political change are sweeping through the community, and indeed, the school has just accepted its first black student, Donald Miller. But when Sister James, a hopeful innocent, shares with Sister Aloysius her guilt-inducing suspicion that Father Flynn is paying too much personal attention to Donald, Sister Aloysius sets off on a personal crusade to unearth the truth and to expunge Flynn from the school. Now, without a shard of proof besides her moral certainty, Sister Aloysius locks into a battle of wills with Father Flynn which threatens to tear apart the community with irrevocable consequences.::Miramax Films",Doubt,0918927,14359
56389,56389,My Blueberry Nights,2007,My Blueberry Nights,2007,"Elizabeth's heart is broken. For solace, she drops in late at night a few times at Jeremy's diner for blueberry pie a la mode; they talk. Once, he watchers her sleep, her head on the counter. Abruptly, she leaves New York City to get away from her pain. She works a couple of jobs in Memphis. There, a heart-broken cop is drinking himself into oblivion, his ex occasionally showing up where he drinks and Lizzy works. Then, she's in Nevada, working at a casino where she uses her savings (she wants a car) to stake Leslie, a busted gambler, in a high rollers' game. After, Beth drives Leslie to Vegas where Leslie's estranged father lives. Broken relationships. What about Jeremy?::<jhailey@hotmail.com>",My Blueberry Nights,0765120,1989
7239,7239,Marooned,1969,Marooned,1969,"Jim Pruett, Clayton Stone and Buzz Lloyd are the three astronauts aboard the Apollo spacecraft Ironman One, which is on a seven month mission to the space lab Saturn 4B (S4B). Due to what looks to be space fatigue, Charles Keith, chief of the space mission at NASA, protracts this mission at the five month stage. After separating Ironman One from the S4B, the astronauts find that their booster engines are not firing, literally meaning that they are stranded in space, with enough oxygen in Ironman One for the three of them for a little less than two days. Those in mission control have to decide whether to risk sending a rescue team which logistically would be a near impossibility to get everything organized to reach Ironman One within that time. Keith and Ted Dougherty, the chief astronaut, are on opposite sides of the argument, with the President ultimately falling on Dougherty's side to launch a rescue mission despite the odds. Dougherty will lead that rescue attempt. Something that reduces the odds even more is that the first hurricane of the Atlantic season has shifted course and is heading toward the Florida coast, Cape Canaveral the only location where there is even a rocket remotely ready to go. While Pruett, Stone and Lloyd's respective wives need to remain stoic both in public and in communicating to their husbands, the three aboard Ironman One have to decide which orders to follow. Most specifically, the three want to try and repair the boosters, not knowing exactly what is wrong with them, while those at mission control have ordered them to remain as inactive as possible to reserve their oxygen supply.::Huggo",Marooned,0064639,40140
80969,80969,Never Let Me Go,2010,Never Let Me Go,2010,"As children, Ruth, Kathy and Tommy spend their childhood at a seemingly idyllic English boarding school. As they grow into young adults, they find that they have to come to terms with the strength of the love they feel for each other, while preparing themselves for the haunting reality that awaits them.::Fox Searchlight Pictures",Never Let Me Go,1334260,42188
113741,113741,Coherence,2013,Coherence,2013,"Emily and her boyfriend Kevin are two of several people attending a dinner party at Mike's house. Kevin's ex-girlfriend Laurie will be there, making things somewhat tense for both Kevin and Emily. The dinner party goes fairly well until the power goes out following a comet sighting.::Clyde Doodypants",Coherence,2866360,220289
7247,7247,Chitty Chitty Bang Bang,1968,Chitty Chitty Bang Bang,1968,"A down-on-his-luck inventor turns a broken-down Grand Prix car into a fancy vehicle for his children, and then they go off on a magical fantasy adventure to save their grandfather in a far-off land.",Chitty Chitty Bang Bang,0062803,11708
7254,7254,The Butterfly Effect,2004,The Butterfly Effect,2004,"Evan Treborn suffers blackouts during significant events of his life. As he grows up, he finds a way to remember these lost memories and a supernatural way to alter his life by reading his journal.","Butterfly Effect, The",0289879,1954
7256,7256,Touching the Void,2003,Touching the Void,2003,The true story of two climbers and their perilous journey up the west face of Siula Grande in the Peruvian Andes in 1985.,Touching the Void,0379557,11194
7259,7259,You Got Served,2004,You Got Served,2004,"YOU GOT SERVED follows the competitive world of street dancing where crews battle each other for money and respect. Elgin and David are best friends and leaders of the best dance crew in the area. When another town's top group challenges them to a battle, David and Elgin, along with their buddies, must create and perfect the most cutting edge moves in order to remain on top. The stakes are raised as friends double-cross each other and true motives are revealed. When the biggest battle comes to town, David and Elgin must work past their differences to prove that they are still the best crew on the streets.::anonymous",You Got Served,0365957,14114
7262,7262,Catch That Kid,2004,Catch That Kid,2004,"This is the story of a twelve-year-old named Maddy. Maddy and her adventurous father have always shared a love for mountain climbing. Their hobby, however, has a disastrous effect when a devastating accident on Mount Everest injures his spine, paralyzing him forever--unless he gets a very expensive operation. Determined to procure the money to pay for his surgery, Maddy decides to recruit two of her friends, a computer genius and a mechanical whiz kid, to help her pull off a risky heist. They plan to break into the local super-high-tech bank, which holds a vault suspended 100 feet off the floor, and get to its safe. To complicate matters even further, Maddy's mother works as the security chief at that very bank. Regardless of what obstacles she faces, Maddy is determined to get to the funds her father needs, by using the amazing climbing skills he taught her.::Anthony Pereyra <hypersonic91@yahoo.com>",Catch That Kid,0337917,20483
7263,7263,Miracle,2004,Miracle,2004,"Miracle tells the true story of Herb Brooks (Kurt Russell), the player-turned-coach who led the 1980 U.S. Olympic hockey team to victory over the seemingly invincible Russian squad.",Miracle,0349825,14292
64614,64614,Gran Torino,2008,Gran Torino,2008,"Elderly Walt Kowalski is recently widowed. Much of Walt's views of life are shaped by his time in the Korean War. On strained relations with his grown sons and not wanting the advice of the priest of his wife's church, Walt is a gruff man who has few friends. As such, he lives a solitary life with his pet Labrador retriever Daisy in the same house he has lived in for years, which is located in a working class Highland Park, Michigan neighborhood. Recently, the neighborhood has gone through changes where it is now racially mixed. The Lor family, of ethnic Hmong descent, move into the house next door to Walt's, the family which includes two teenagers, streetwise Sue and shy Thao. Initially Walt wants nothing to do with his new foreign neighbors. Slowly, Walt does get involved in Sue and Thao's lives, despite Thao having once tried to steal Walt's beloved 1972 Gran Torino. That attempted theft was a Hmong gang initiation ritual, a gang to which Thao does not want to belong. Walt sees that Sue and Thao will never be able to live in peace as long as that gang exists. As his teen-aged neighbors' unofficial protector, Walt has to figure out how best to restore his sense of right in the neighborhood.::Huggo",Gran Torino,1205489,13223
7270,7270,Sleep with Me,1994,Sleep with Me,1994,"Six different writers wrote a scene each of this romantic comedy featuring the marriage and turbulent relationship of Joseph and Sarah, with Joseph's best friend Frank trying hard to cope with letting the love of his life marry his best friend. Featuring Quentin Tarantino in a cameo as Sid, a movie-bore party goer::James Hastie <jdh1000@cus.cam.ac.uk>",Sleep with Me,0111218,19361
64620,64620,Frost/Nixon,2008,Frost/Nixon,2008,"Following the resignation of US President Richard Nixon, television talk show host David Frost wants to arrange a series of interviews with him to air on television. Part of the reason Frost thinks the interviews would be compelling to both the public and the television networks is that Nixon never admitted any guilt of or offered any apology for the Watergate scandal which led to his resignation. Nixon, with a few interview offers on the table, ultimately agrees to Frost's proposal partly because of the high $600,000 guaranteed appearance fee, and partly because he wants to take command of such an interview to show the world that he is still presidential so that he can resurrect his political career. Nixon believes he can railroad Frost, who is better known as a pop cultural entertainment styled interviewer than an investigative political interviewer. However, Frost has every intention on these interviews being hard hitting and pointed; in addition to his producer John Birt, Frost hires two investigative reporters known for their previous exposés on Nixon: Bob Zelnick and James Reston Jr. Nixon's chief adviser for the interviews is his current chief of staff, Jack Brennan. Prior to the interviews, ground rules are negotiated, most importantly surrounding Watergate: the total percentage of time Watergate can be discussed and the definition of what constitutes Watergate. As the four interviews progress, each side tries to manipulate the interviews to his best advantage. Behind the scenes, Frost is having difficulty with the rest of his professional life: his regular talk shows are being canceled and he has not reached anywhere near the total $2 million financing for this project. Ultimately, Frost has to finance the project with much money out of his own pocket. It isn't until a chance telephone call that the tides turn on the interviews.::Huggo",Frost/Nixon,0870111,11499
7280,7280,Blacula,1972,Blacula,1972,"Blacula is the story of Mamuwalde, an African Prince. In 1780, after visiting Count Dracula, Manuwalde is turned into a vampire and locked in a coffin. The scene shifts to 1972, when two antique collectors transport the coffin to Los Angeles. The two men open the coffin and unleash Blacula on the city of Los Angeles. Blacula soon finds Tina, who is his wife, Luva, reincarnated, and gains her love. Tina's friend, Dr. Gordon, discovers Blacula is a vampire and hunts him down.::Clint Poskozim <Kuest000@aol.com>",Blacula,0068284,30566
7285,7285,Thirteen,2003,Thirteen,2003,"A thirteen-year-old girl's relationship with her mother is put to the test as she discovers drugs, sex, and petty crime in the company of her cool but troubled best friend.",Thirteen,0328538,11023
105593,105593,Filth,2013,Filth,2013,"Scheming Bruce Robertson (James McAvoy), a bigoted and corrupt policeman, is in line for a promotion and will stop at nothing to get what he wants. Enlisted to solve a brutal murder and threatened by the aspirations of his colleagues, including Ray Lennox (Jamie Bell), Bruce sets about ensuring their ruin, right under the nose of unwitting Chief Inspector Toal. As he turns his colleagues against one another by stealing their wives and exposing their secrets, Bruce starts to lose himself in a web of deceit that he can no longer control. His past is slowly catching up with him, and a missing wife, a crippling drug habit and suspicious colleagues start to take their toll on his sanity. The question is: can he keep his grip on reality long enough to disentangle himself from the filth?::Lionsgate UK",Filth,1450321,85889
7289,7289,"Silent Night, Bloody Night",1973,"Silent Night, Bloody Night",1973,"Wilford Butler returns home on Christmas Eve and his house had been turned into a mental institution for the criminally insane. But the day of his return, he is set on fire and dies. The towns people believe his death was an accident, and the institution-house is later closed down. Wilford leaves the house to his grandson Jeffrey. A few years later, Jeffrey finally decides to sell this grandfather's house, but the towns people including the Mayor have mixed feelings on keeping people away from the house, especially when a serial killer escapes from another institution and finds refuge there. The killer makes frightening phone calls and kills anyone coming near the house. But what does the killer have in common with what happened to Wilford Butler years before?::Blythe379@cs.com","Silent Night, Bloody Night",0070694,29852
7293,7293,50 First Dates,2004,50 First Dates,2004,"Henry Roth is a man afraid of commitment up until he meets the beautiful Lucy. They hit it off and Henry think he's finally found the girl of his dreams, until he discovers she has short-term memory loss and forgets him the very next day.",50 First Dates,0343660,1824
7319,7319,Club Dread,2004,Club Dread,2004,When a serial killer interrupts the fun at the swanky Coconut Pete's Coconut Beach Resort--a hedonistic island paradise for swingers--it's up to the club's staff to stop the violence...or at least hide it.,Club Dread,0331953,11217
7327,7327,Persona,1966,Persona,1966,A nurse is put in charge of a mute actress and finds that their personas are melding together.,Persona,0060827,797
31909,31909,Dr. Giggles,1992,Dr. Giggles,1992,"The psychopathic son of a mass-murdering doctor, escapes from his mental institution to seek revenge on the town where his father was caught. The giggling doctor kills his victims with a surgical theme. His goal being to give one of the townfolk a heart transplant.::Rob Hartill",Dr. Giggles,0104139,37527
7335,7335,Pickup on South Street,1953,Pickup on South Street,1953,A pickpocket unwittingly lifts a message destined for enemy agents and becomes a target for a Communist spy ring.,Pickup on South Street,0046187,25955
7347,7347,Secret Window,2004,Secret Window,2004,"A writer is accused of plagiarism by a strange man, who then starts haunting him for ""justice.""",Secret Window,0363988,1586
105653,105653,Escape Plan,2013,Escape Plan,2013,"B&C Security founder Ray Breslin (Stallone) wrote the book on structural security. His encyclopedic knowledge of the subject has transformed the prison industry, and he's been known to test his theories by allowing himself to be incarcerated just to examine his work from the inside. Along with his business partner Lester Clark (Vincent D'Onofrio), trusted associate Abigail Ross (Amy Ryan), and resourceful technology expert Hush (Curtis ""50 Cent"" Jackson), Breslin makes a good living escaping from the world's toughest prisons. When Breslin's team is approached by a CIA lawyer (Caitriona Balfe) with a proposal to test an off-the-grid penitentiary, the challenge (and the sizable paycheck) is impossible to resist. From the moment Breslin is picked up by a team of murderous private contractors, however, it's obvious something has gone horribly wrong. Later, when Breslin regains consciousness in The Tomb -- a highly fortified prison based on his own design -- it quickly becomes apparent he's been set up. Warden Hobbs (Jim Caviezel) runs The Tomb with ruthless efficiency, and his team of masked guards is quick to make an example of unruly inmates. At first it looks as if Breslin has finally been beaten at his own game, but then he meets Rottmayer (Schwarzenegger) -- a convict who's equally tough, and equally determined to regain his freedom. If Breslin and Rottmayer can just survive long enough to formulate a plan, they've got a fighting chance. But should they fail, they will both perish in a hell that was constructed as a place where people go to disappear forever..",Escape Plan,1211956,107846
97462,97462,Hoodwinked Too! Hood vs. Evil,2011,Hoodwinked Too! Hood vs. Evil,2011,"Hood vs. Evil will find a teen such as Red Riding Hood who will be training in a distant land with a mysterious, covert group called the Sister Hoods. When Red and the Wolf get called upon by Nick Flippers the head of the Happily Ever After Agency over to investigate the disappearance of Hansel and Gretel.::Anthony Pereyra {hypersonic91@yahoo.com}",Hoodwinked Too! Hood vs. Evil,0844993,57089
7354,7354,Mad Dog and Glory,1993,Mad Dog and Glory,1993,"After his life is saved by a lonely cop, a mobster who moonlights as a stand-up comedian provides the cop with a beautiful young companion.",Mad Dog and Glory,0107473,10433
48319,48319,Flyboys,2006,Flyboys,2006,"Before the United States enters World War I, some American youths volunteer for the French military. Subsequently, they become the first U.S. fighter pilots and form a squadron known as the Lafayette Escadrille, whose exploits and heroism become the stuff of legend. This fictional version follows a laconic Texas rancher, an eager Nebraska kid, a Black boxer already in France, and a New York swell, as they arrive green for training, get their baptism by fire when German planes ambush them on their first mission, and graduate to heroics. Rawlings, the Texan, falls in love with a young woman he meets at a brothel.::<jhailey@hotmail.com>",Flyboys,0454824,9664
7361,7361,Eternal Sunshine of the Spotless Mind,2004,Eternal Sunshine of the Spotless Mind,2004,"When their relationship turns sour, a couple undergoes a procedure to have each other erased from their memories. But it is only through the process of loss that they discover what they had to begin with.",Eternal Sunshine of the Spotless Mind,0338013,38
7362,7362,Taking Lives,2004,Taking Lives,2004,An FBI profiler is called in by French Canadian police to catch a serial killer who takes on the identity of each new victim.,Taking Lives,0364045,11081
7371,7371,Dogville,2003,Dogville,2003,"A woman on the run from the mob is reluctantly accepted in a small Colorado town. In exchange, she agrees to work for them. As a search visits the town, she finds out that their support has a price. Yet her dangerous secret is never far away.",Dogville,0276919,553
64716,64716,Seven Pounds,2008,Seven Pounds,2008,"The IRS tax collector Ben Thomas seeks out Emily Posa and resolves her situation with the IRS. Emily has a serious heart problem and is waiting for a donor, but her blood is very rare and her odds are low. Meanwhile Ben seeks out other people to help them in a journey for redemption for what he did in the past. However Emily and Ben unexpectedly fall in love with each other, but Ben does not have the intention of changing his plans.::Claudio Carvalho, Rio de Janeiro, Brazil",Seven Pounds,0814314,11321
7373,7373,Hellboy,2004,Hellboy,2004,"A demon, raised from infancy after being conjured by and rescued from the Nazis, grows up to become a defender against the forces of darkness.",Hellboy,0167190,1487
7378,7378,Johnson Family Vacation,2004,Johnson Family Vacation,2004,"AAA can't help the roadside emergency that is the JOHNSON FAMILY VACATION. Even the on-board navigation system has a meltdown on Nate Johnson and his family's cross-country trek to their annual family reunion/grudge match. Reluctantly along for the ride are Nate's wife, who's only in it for the kids; their rapper-wannabe son; their teenage daughter who's fashioned herself as the next Lolita; and their youngest, whose imaginary dog Nate just can't seem to keep track of. Can the Johnsons survive each other and all the obstacles the road throws at them to make it to Caruthersville, Missouri? Can they find Missouri?::ivegot2act@yahoo.com",Johnson Family Vacation,0359517,19084
7379,7379,The Alamo,2004,The Alamo,2004,"Based on the 1836 standoff between a group of Texan and Tejano men, led by Davy Crockett and Jim Bowie, and Mexican dictator Santa Anna's forces at the Alamo in San Antonio, Texas.","Alamo, The",0318974,10733
7380,7380,Ella Enchanted,2004,Ella Enchanted,2004,"Ella is under a spell to be constantly obedient, a fact she must hide from her new step-family in order to protect the prince of the land, her friend for whom she's falling.",Ella Enchanted,0327679,14442
48342,48342,Conversations with Other Women,2005,Conversations with Other Women,2005,"A man runs into a woman at a wedding. They start to flirt and talk and find that they get along. Throughout their discussion, the man talks about certain memories as if they were common to the two of them. We gradually learn that there may have been a previous connection between these two when they were younger. This just leaves more questions as their past is slowly revealed.::poco loco",Conversations with Other Women,0435623,15624
7385,7385,Twentynine Palms,2003,Twentynine Palms,2003,"David, an independent photographer, and Katia, an unemployed woman, leave Los Angeles, en route to the southern California desert, where they search a natural set to use as a backdrop for a magazine photo shoot. They find a motel in the town of Twentynine Palms and spend their days in their sport-utility vehicle, discovering the Joshua Tree Desert, and losing themselves on nameless roads and trails. Frantically making love all the time and almost everywhere, they regularly fight, then kiss and make up, with little else going on in their empty relationship and quite ordinary daily life--until something horrible and hideous brutally puts an end to their trip.::anonymous",Twentynine Palms,0315110,26636
7387,7387,Dawn of the Dead,1978,Dawn of the Dead,1978,"Following an ever-growing epidemic of zombies that have risen from the dead, two Philadelphia S.W.A.T. team members, a traffic reporter, and his television executive girlfriend seek refuge in a secluded shopping mall.",Dawn of the Dead,0077402,923
7405,7405,Road to Bali,1952,Road to Bali,1952,"Having to leave Melbourne in a hurry to avoid various marriage proposals, two song-and-dance men sign on for work as divers. This takes them to an idyllic island on the way to Bali where they vie with each other for the favours of Princess Lala. The hazardous dive produces a chest of priceless jewels which arouses the less romantic interest of some shady locals.::Jeremy Perkins <jwp@aber.ac.uk>",Road to Bali,0045094,34082
7417,7417,Jersey Girl,1992,Jersey Girl,1992,"Toby Mastallone (Jami Gertz) wants to trade her local diner for upmarket dates in Manhattan. But what is a New Jersey schoolteacher who longs to look 'like a city girl' to do? Ever resourceful, she decides to collide her battered VW into the brand new Mercedes belonging to Sal (Dylan McDermott). Will her plan work? What secrets are hiding beneath Sal's slick yuppie exterior? And what will her loyal friends say?",Jersey Girl,0104550,54655
7419,7419,After Hours,1985,After Hours,1985,An ordinary word processor has the worst night of his life after he agrees to visit a girl in Soho whom he met that evening at a coffee shop.,After Hours,0088680,10843
81156,81156,Jackass 3D,2010,Jackass 3D,2010,"'Jackass 3D' opens with the entire cast all lined up, each wearing a different color of the rainbow, in front of a rainbow colored background, each in turn being attacked in various ways. Some of the footage is slowed down for maximal effect. This is repeated again at the end of the movie with additional explosions mixed in with gallons of water to wash away the cast- chaos is resumed. Throughout the movie the team are subjected to the usual foray of physical abuse from team members or perform hilarious stunts (including some of the more stomach turning stunts such as the Sweat suit cocktail, Toy Train Eruption and Poo Cocktail Supreme - not for the weak stomached!).::IMDb Editors.",Jackass 3D,1116184,16290
7440,7440,Paper Clips,2004,Paper Clips,2004,"Whitwell Middle School in rural Tennessee is the setting for this documentary about an extraordinary experiment in Holocaust education. Struggling to grasp the concept of six-million Holocaust victims, the students decide to collect six-million paper clips to better understand the extent of this crime against humanity. The film details how the students met Holocaust survivors from around the world and how the experience transformed them and their community.::Sujit R. Varma",Paper Clips,0380615,33823
7448,7448,Envy,2004,Envy,2004,A man becomes increasingly jealous of his friend's newfound success.,Envy,0326856,10710
7451,7451,Mean Girls,2004,Mean Girls,2004,"Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",Mean Girls,0377092,10625
7454,7454,Van Helsing,2004,Van Helsing,2004,The notorious monster hunter is sent to Transylvania to stop Count Dracula who is using Dr. Frankenstein's research and a werewolf for some sinister purpose.,Van Helsing,0338526,7131
32031,32031,Robots,2005,Robots,2005,"In a world of robots, the young Rodney decides to move to the metropolis of Robot City, to meet the powerful inventor and his idol Bigweld, trying to get a position in his corporation. However, the new president Ratchet manages the company for profit with new parts only, leaving the old robots fated to become scrap in the mill of Ratchet's mother. Rodney, with the support of his old robots friends, convinces Bigweld to fight for his position back.::Claudio Carvalho, Rio de Janeiro, Brazil",Robots,0358082,9928
7458,7458,Troy,2004,Troy,2004,"An adaptation of Homer's great epic, the film follows the assault on Troy by the united Greek forces and chronicles the fates of the men involved.",Troy,0332452,652
7460,7460,Coffee and Cigarettes,2003,Coffee and Cigarettes,2003,A series of vignettes that all have coffee and cigarettes in common.,Coffee and Cigarettes,0379217,883
72998,72998,Avatar,2009,Avatar,2009,"When his brother is killed in a robbery, paraplegic Marine Jake Sully decides to take his place in a mission on the distant world of Pandora. There he learns of greedy corporate figurehead Parker Selfridge's intentions of driving off the native humanoid ""Na'vi"" in order to mine for the precious material scattered throughout their rich woodland. In exchange for the spinal surgery that will fix his legs, Jake gathers intel for the cooperating military unit spearheaded by gung-ho Colonel Quaritch, while simultaneously attempting to infiltrate the Na'vi people with the use of an ""avatar"" identity. While Jake begins to bond with the native tribe and quickly falls in love with the beautiful alien Neytiri, the restless Colonel moves forward with his ruthless extermination tactics, forcing the soldier to take a stand - and fight back in an epic battle for the fate of Pandora.::The Massie Twins",Avatar,0499549,19995
7478,7478,Swimming to Cambodia,1987,Swimming to Cambodia,1987,discusses his participation in the film  (1984) and the background story about the troubles of Cambodia.,Swimming to Cambodia,0094089,42015
81229,81229,Red,2010,Red,2010,"Former CIA-Agent, Frank Moses (Bruce Willis), adjusts himself to retirement and even decorates his house for Christmas. He keeps on tearing up his checks as an excuse to keep on conversing with Sarah Ross, (Mary-Louise Parker) a Pension Department employee. Then one day, his residence is attacked by heavily-armed, masked assailants; he escapes but his house is destroyed. He meets with Sarah, abducts her, and convinces her that she in danger. He seeks the assistance of the Russians, and breaks-in the CIA HQ and finds his file is tagged as 'R.E.D'. (Retired Extremely Dangerous). He contacts his former associates: Joe, Marvin and Victoria, who join him with a plan that will pit them against security forces - especially when he announces their agenda is to kill VP Stanton (Julian McMahon). But then things get complicated after Sarah is apprehended and held for interrogation.::rAjOo (gunwanti@hotmail.com)",RED,1245526,39514
7523,7523,Desperate Hours,1990,Desperate Hours,1990,"Michael Bosworth is a psychotic criminal who is about to go on trial however, he seduces his lawyer into helping him escape. But as they try to make their getaway, she's left behind. He decides to wait for her to come to him, so he decides to hide at the house of the Cornells. Now it appears that the Cornells have problems of their own. The husband and wife are separated. And there's an FBI agent after them who is using the lawyer to lead them to Bosworth.::<rcs0411@yahoo.com>",Desperate Hours,0099409,31676
114028,114028,Pride,2014,Pride,2014,"In 1984 20 year old closet gay Joe hesitantly arrives in London from Bromley for his first Gay Pride march and is taken under the collective wing of a group of gay men and Lesbian Steph, who meet at flamboyant Jonathan and his Welsh partner Gethin's Soho bookshop. Not only are gays being threatened by Thatcher but the miners are on strike in response to her pit closures and Northern Irish activist Mark Ashton believes gays and miners should show solidarity. Almost by accident a mini-bus full of gays find themselves in the Welsh village of Onllwyn in the Dulais valley and through their sincere fund raising and Jonathan's nifty disco moves persuade most of the community that they are on the same side. When a bigot tries to sabotage the partnership with a tabloid smear Mark turns it back on her with a hugely successful benefit concert to which most of the villagers, now thoroughly in tune with their gay friends, turn up. The miners are defeated and return to work but at the Pride march the following year a vast contingent of miners show up to repay their comrades with their show of support.::don @ minifie-1",Pride,3169706,234200
105844,105844,12 Years a Slave,2013,12 Years a Slave,2013,"In 1841, the Afro-American violinist Solomon Northup is a free man, living with his wife and children in Saratoga Springs, New York. He is hired by two men for a two-week tour in Washington with their theatrical company. However Solomon is kidnapped and sold as a slave in New Orleans with the nickname Platt. Along twelve years, he works in the plantations and has abusive treatment of his masters, until the day he meets the Canadian abolitionist Bass that promises to send a letter to his family.::Claudio Carvalho, Rio de Janeiro, Brazil",12 Years a Slave,2024544,76203
81270,81270,My Soul to Take,2010,My Soul to Take,2010,"In the sleepy town of Riverton, legend tells of a serial killer who swore he would return to murder the seven children born the night he died. Now, 16 years later, people are disappearing again. Has the psychopath been reincarnated as one of the seven teens, or did he survive the night he was left for dead? Only one of the kids knows the answer. Adam ""Bug"" Heller (Max Thieriot) was supposed to die on the last night the Riverton Ripper wrecked havoc on that terrifying night. Unaware of terrifying crimes being committed to the seven children, he has been plagued by nightmares of their murders while not aware if they hold true or if he is simply imagining the images that haunt him. But if Bug hopes to save his friends from the monster that's returned, he must face an evil that won't rest...until it finishes the job it began the day he was born.::Anonymous",My Soul to Take,0872230,43931
48520,48520,Employee of the Month,2006,Employee of the Month,2006,"Slacker Zack Bradley works as a box boy at Super Club, a warehouse club store. It is the lowest in the job hierarchy at the store. He doesn't work very hard at his job, and along with some of his fellow employee friends treats the store like his playground. Regardless, he is well liked by most of the other employees. He used to be hard working, when he was developing a dot com, but he lost all his and his grandmother's money in the process. As such, he decided not to take any risks in life while he now lives with her so as to provide her with what he considers at least a more reliable life. On the other extreme is Vince Downey, who lords an air of superiority over his fellow employees as the store's head cashier. He lives to be the store's best employee solely so that he can be named Employee of the Month, which he has been named seventeen months in a row. If he is named Employee of the Month for a record eighteenth time in a row, he will be rewarded with entrance into the corporation's management track program and a new car. Zack decides he wants to break Vince's streak if only because he reads in the employment record of recent transfer, the pretty Amy Renfro, that she had a thing at her previous store for men who have been named Employee of the Month. Zack finds that working toward being Employee of the Month is not as easy as he thought, especially as Vince will not relinquish the title and all its perks without a fight, dirty or not. Zack has to decide how far he is willing to go to get the title and the girl.::Huggo",Employee of the Month,0424993,9794
89490,89490,Straw Dogs,2011,Straw Dogs,2011,"Screenwriter David Sumner travels with his wife Amy in his Jaguar to her homeland Blackwater, in Mississippi. Amy's father has passed away and David intends to write his screenplay about Stalingrad in the house. David hires the contractor Charlie and his team to repair the roof of the Barn. Amy was Charlie's sweetheart when she lived there and neither he nor his crew show respect to her now. Charlie invites David to hunt deer with his group and him; but they leave David alone in the woods and rape Amy. She does not tell David what happened. When the drunken coach Tom Heddon calls Charlie and his friends to hunt down the slow Jeremy Niles, who likes his daughter, David decides to protect not only Jeremy, but also Amy and his honor.::Claudio Carvalho, Rio de Janeiro, Brazil",Straw Dogs,0999913,64639
40339,40339,Chicken Little,2005,Chicken Little,2005,"Ridiculed by the animal inhabitants of the peaceful Oakey Oaks community for his absurd notion that the sky is falling, the well-meaning young chicken, Chicken Little, promises to prove everyone wrong. However, one year later, there's still nothing on the horizon to justify Little's fears, when, out of the blue, the humiliated boy finally stumbles upon a real piece of evidence. Is Chicken Little and his loyal band of outcasts really on to something big this time?::Nick Riganas",Chicken Little,0371606,9982
89492,89492,Moneyball,2011,Moneyball,2011,"The Oakland A's end their 2001 season with a loss in the AL fifth game of a best of five elimination series, still an admirable accomplishment seeing as the A's are considered a poor team with a payroll one-third of that of a rich team like the New York Yankees. During the off season, they lose three of their star players through free agency, most problematic being first baseman Jason Giambi. Without more money which he doesn't get from owner Stephen Schott, the A's GM, Billy Beane, knows that they will never win the World Series as richer teams will always be able to pilfer their best players - ones they have been able to nurture - with more lucrative contracts. Billy knows they have to think differently about how to replace the three, looking at what they require in combination rather than looking at the three as individuals, which is different than the way scouts have looked at players over the sport's history. In a meeting with Cleveland Indians management about players, Billy meets Peter Brand, a quiet Yale Economics graduate, who works for the Indians doing player analysis. Upon questioning Peter later in private, Billy realizes that purely academic Peter has much the same thought process as he does. Billy hires him as the A's Assistant GM after receiving what he considers the correct answer to Billy's question on his own checkered past as a first round 1979 draft pick which led to notoriety as a failure as a player. But once on the payroll, Peter convinces Billy to look at the entire dugout, and acquire undervalued players for what they can do in order for the team to win. As an example, they acquire former catcher Scott Hatteberg, whose career is seen as being over by all other teams due to an elbow injury that doesn't allow him to throw. Although not a hitter, they acquire him for his ability to ""get on base"" in whatever way required (usually by walks), and plan to teach him how to play first base, a generally non-throwing position. These moves don't sit well with the A's scouting team and sports analysts. Problematic is that the A's Manager, Art Howe, who also doesn't agree with or understand the strategy, refuses to listen to Billy about how best to manage the team as assembled. Billy knows that his and Peter's jobs are on the line if they don't produce, which he realizes means nothing less than winning the World Series. But more important to Billy is to show the world of baseball that his way is the right way.::Huggo",Moneyball,1210166,60308
7573,7573,Never Say Never Again,1983,Never Say Never Again,1983,"A SPECTRE agent has stolen two American nuclear warheads, and James Bond must find their targets before they are detonated.",Never Say Never Again,0086006,36670
114066,114066,"20,000 Days on Earth",2014,"20,000 Days on Earth",2014,"Drama and reality combine in a fictitious 24 hours in the life of musician and international cultural icon Nick Cave. With startlingly frank insights and an intimate portrayal of the artistic process, the film examines what makes us who we are, and celebrates the transformative power of the creative spirit.::Pulse Films","20,000 Days on Earth",2920540,246400
